,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,state,country_code,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
10871,1.0,0,1,Washington Heights,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,16,0.34,1.0,0.0,1,0.0,3,14,0,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,0.4
10872,1.0,1,1,Greenwich Village,Manhattan,NY,US,Entire home/apt,16,3.0,7.0,8.0,Real Bed,33,20.0,15.0,5.95,10,0.39,2,180,265,51,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,4.57
10873,1.0,0,0,East Flatbush,Brooklyn,NY,US,Entire home/apt,4,1.0,0.0,0.0,Real Bed,35,0.85,1.0,0.4,4,0.25,1,15,158,3,93.0,10.0,10.0,10.0,10.0,7.0,9.0,0,0,0.01,0,0,0.29
10874,1.0,1,1,Washington Heights,Manhattan,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,15,0.45,0.0,0.25,2,0.15,2,32,10,24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,2.31
10875,1.0,0,1,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,13,0.54,1.0,0.35,2,0.3,2,30,119,6,90.0,10.0,9.0,10.0,9.0,9.0,8.0,1,0,0.02,0,0,0.53
10876,1.0,0,0,Bushwick,Brooklyn,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,25,0.6,0.0,0.5,1,0.2,1,31,177,19,97.0,10.0,9.0,10.0,10.0,9.0,10.0,1,0,0.0,0,0,1.84
10877,0.9,0,0,Crown Heights,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,16,1.39,3.5,0.99,2,0.0,2,1125,0,5,76.0,9.0,9.0,9.0,8.0,9.0,9.0,0,0,0.02,0,0,0.49
10878,1.0,1,0,South Slope,Brooklyn,NY,US,Entire home/apt,3,1.0,2.0,4.0,Real Bed,45,1.31,2.0,1.0,2,0.75,2,1125,7,32,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,3.65
10879,0.94,0,0,Upper East Side,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,21,1.5,0.0,0.59,2,0.3,1,1125,0,18,80.0,8.0,8.0,8.0,8.0,9.0,8.0,1,0,0.02,0,0,2.73
10880,0.69,0,0,Inwood,Manhattan,NY,US,Shared room,3,1.0,1.0,2.0,Real Bed,14,0.25,0.0,0.12,1,0.25,1,1125,31,10,88.0,9.0,9.0,8.0,9.0,9.0,9.0,1,0,0.0,0,0,0.98
10881,1.0,0,0,Elmhurst,Queens,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,17,0.88,2.0,0.2,2,0.1,4,15,71,22,92.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,2.06
10882,1.0,0,0,Crown Heights,Brooklyn,NY,US,Entire home/apt,6,1.0,3.0,3.0,Real Bed,19,1.59,0.0,0.9,4,0.1,4,1124,303,7,86.0,9.0,9.0,10.0,10.0,8.0,9.0,0,0,0.02,0,0,2.26
10883,1.0,0,0,Crown Heights,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,1.49,0.0,0.9,3,0.1,4,1124,240,16,84.0,9.0,8.0,10.0,10.0,8.0,9.0,1,0,0.02,0,0,1.49
10884,0.9,0,0,Lower East Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,25,2.0,0.0,1.0,1,0.0,2,1125,4,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,0.69
10885,1.0,0,1,Upper West Side,Manhattan,NY,US,Entire home/apt,4,2.0,2.0,2.0,Real Bed,18,1.0,1.5,1.0,1,0.0,3,14,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.39
10886,0.9,0,0,Flatbush,Brooklyn,NY,US,Entire home/apt,6,1.5,2.0,5.0,Real Bed,33,0.58,0.0,0.4,6,0.2,2,14,7,22,91.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,2.0
10887,1.0,0,1,East New York,Brooklyn,NY,US,Private room,2,1.5,1.0,1.0,Real Bed,35,0.75,5.0,0.0,1,0.0,1,15,179,39,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.0,0,0,3.52
10888,1.0,0,0,Washington Heights,Manhattan,NY,US,Private room,4,1.0,1.0,2.0,Real Bed,30,0.5,0.0,0.35,1,0.1,1,30,27,20,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,2.83
10889,1.0,0,1,Greenpoint,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,15,0.37,1.0,0.0,1,0.25,3,1125,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,0.39
10890,1.0,0,0,Bushwick,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,21,0.6,0.0,0.6,1,0.1,2,90,13,7,97.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.0,0,0,0.66
10891,1.0,0,1,Crown Heights,Brooklyn,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,27,1.1,0.0,0.5,1,0.1,2,1125,0,12,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.01,0,0,2.11
10892,1.0,0,0,Crown Heights,Brooklyn,NY,US,Entire home/apt,5,1.0,3.0,3.0,Real Bed,17,1.69,0.0,0.9,4,0.1,4,1000,134,21,90.0,10.0,9.0,9.0,10.0,9.0,9.0,1,0,0.02,0,0,2.03
10893,1.0,0,1,Theater District,Manhattan,NY,US,Private room,4,1.0,1.0,3.0,Real Bed,27,1.54,0.0,0.7,4,0.1,2,70,56,45,84.0,9.0,8.0,9.0,9.0,10.0,8.0,1,0,0.01,0,0,4.26
10894,1.0,0,0,Midtown,Manhattan,NY,US,Shared room,1,1.0,1.0,1.0,Airbed,20,0.65,1.0,0.0,1,0.0,1,1125,0,76,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,6.95
10895,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,22,0.75,0.0,0.25,1,0.3,5,1125,117,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,0.55
10896,1.0,0,0,Flushing,Queens,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,17,0.98,2.0,0.45,2,0.2,2,1125,59,1,100.0,2.0,2.0,2.0,2.0,8.0,10.0,1,0,0.01,0,0,0.13
10897,1.0,1,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,10,1.0,3.0,5.0,Real Bed,33,2.75,3.0,1.0,5,0.3,1,1125,17,72,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,6.41
10898,1.0,0,0,Flushing,Queens,NY,US,Private room,4,1.0,1.0,2.0,Real Bed,18,1.2,2.0,0.6,2,0.2,2,1125,59,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,1,0,0.01,0,0,0.1
10899,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,10,2.0,3.0,5.0,Real Bed,25,3.25,10.0,1.95,5,0.2,2,1125,22,13,87.0,10.0,9.0,8.0,8.0,9.0,9.0,0,0,0.02,0,0,1.2
10900,1.0,0,0,East Harlem,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,10,2.0,0.0,0.2,1,0.0,3,16,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.49
10901,1.0,0,0,Elmhurst,Queens,NY,US,Shared room,2,1.0,1.0,0.0,Real Bed,14,0.45,1.5,0.07,1,0.31,1,4,27,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,0,0.01,0,0,1.0
10902,0.97,0,0,Flushing,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,31,0.53,0.0,0.0,1,0.0,1,6,144,91,91.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.0,0,0,8.43
10903,0.4,0,0,Midtown,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,21,2.67,7.0,0.8,3,0.1,10,29,52,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.1
10904,1.0,0,1,East Harlem,Manhattan,NY,US,Entire home/apt,6,2.0,2.0,3.0,Real Bed,22,2.0,0.0,1.3,1,0.0,1,1125,0,6,95.0,10.0,7.0,9.0,10.0,10.0,8.0,0,0,0.0,0,0,0.59
10905,1.0,1,0,Prospect-Lefferts Gardens,Brooklyn,NY,US,Private room,3,2.0,1.0,2.0,Real Bed,37,0.6,0.0,0.15,2,0.2,2,30,244,43,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,3.94
10906,1.0,0,1,Prospect Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,1.2,0.0,0.75,1,0.0,5,30,18,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.29
10907,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,2.47,0.0,0.47,1,0.17,1,90,31,41,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,3.81
10908,1.0,0,0,Upper West Side,Manhattan,NY,US,Entire home/apt,4,1.0,0.0,1.0,Real Bed,44,1.74,1.0,0.3,2,0.05,2,1125,0,21,89.0,9.0,9.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,2.0
10909,1.0,0,0,St. Albans,Queens,NY,US,Entire home/apt,12,1.0,3.0,3.0,Real Bed,46,1.5,2.5,1.0,6,0.25,3,183,349,32,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.01,0,0,3.16
10910,1.0,0,0,St. Albans,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,23,0.65,1.0,0.5,2,0.1,3,30,174,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,0.73
10911,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,18,1.5,0.0,0.6,1,0.0,2,1125,127,16,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.0,0,0,1.55
10912,1.0,0,0,Williamsburg,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,15,0.6,0.0,0.3,1,0.0,3,1125,0,4,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,0,0.0,0,0,0.38
10913,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,13,0.6,1.0,0.2,1,0.25,3,8,0,1,80.0,4.0,4.0,10.0,10.0,8.0,8.0,0,0,0.02,0,0,0.1
10914,1.0,0,1,Fort Greene,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,9,1.3,10.0,0.2,2,0.2,2,1125,0,7,100.0,10.0,9.0,10.0,10.0,8.0,9.0,0,0,0.01,0,0,0.68
10915,1.0,0,0,Park Slope,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,3.0,Real Bed,26,2.5,2.5,1.5,1,0.0,5,12,11,3,93.0,10.0,9.0,9.0,10.0,10.0,9.0,1,0,0.0,0,0,0.29
10916,1.0,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,28,0.57,0.0,0.25,1,0.15,2,31,67,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,4.41
10917,1.0,0,0,Washington Heights,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,15,0.65,1.0,0.1,1,0.15,3,30,6,12,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.13
10918,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,25,0.5,0.0,0.4,1,0.15,30,1125,365,3,100.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.01,0,0,0.31
10919,1.0,1,0,Clinton Hill,Brooklyn,NY,US,Entire home/apt,6,1.5,3.0,3.0,Real Bed,25,4.35,5.0,2.0,5,0.5,1,1125,316,29,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.78
10920,0.9,0,0,East Harlem,Manhattan,NY,US,Entire home/apt,5,1.0,2.0,3.0,Real Bed,36,1.32,0.0,0.6,1,0.3,1,1125,58,55,86.0,9.0,9.0,9.0,9.0,8.0,8.0,1,0,0.02,0,0,4.98
10921,1.0,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,10,1.48,4.0,0.7,1,0.0,3,1125,120,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.47
10922,0.46,0,1,Dyker Heights,Brooklyn,NY,US,Entire home/apt,6,1.0,2.0,2.0,Real Bed,14,0.9,2.5,0.2,4,0.1,2,1125,317,31,90.0,9.0,8.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,2.8
10923,1.0,1,0,Williamsburg,Brooklyn,NY,US,Private room,2,1.5,1.0,1.0,Real Bed,20,0.47,0.0,0.19,1,0.17,1,1125,76,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,2.24
10924,0.9,1,0,Greenpoint,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,10,0.8,2.5,0.0,1,0.2,5,14,147,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.82
10925,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,26,0.41,1.0,0.25,1,0.2,1,90,2,3,90.0,9.0,8.0,9.0,10.0,8.0,9.0,1,0,0.02,0,0,0.29
10926,1.0,1,0,Chelsea,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,31,2.99,0.0,1.0,2,0.5,2,1125,138,20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.82
10927,1.0,0,1,Sunset Park,Brooklyn,NY,US,Entire home/apt,5,2.0,2.0,2.0,Real Bed,51,1.5,0.0,1.0,5,0.3,2,1125,121,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.39
10928,1.0,0,1,Washington Heights,Manhattan,NY,US,Entire home/apt,3,1.0,2.0,2.0,Real Bed,27,1.6,0.0,0.6,1,0.0,5,1125,23,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,0.88
10929,1.0,0,0,Clinton Hill,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,38,0.6,1.0,2.0,1,0.2,15,60,62,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,0.1
10930,1.0,1,1,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,26,1.25,1.0,0.25,1,1.0,60,120,301,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.45
10931,1.0,0,0,Gravesend,Brooklyn,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,22,0.55,2.5,0.35,1,0.0,2,5,59,19,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,1.82
10932,1.0,0,0,Springfield Gardens,Queens,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,23,0.5,1.0,0.4,2,0.25,2,21,357,18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,2.2
10933,1.0,0,0,Ridgewood,Queens,NY,US,Private room,1,1.5,1.0,1.0,Real Bed,14,0.37,0.0,0.8,1,0.0,30,1125,357,1,20.0,2.0,2.0,4.0,2.0,2.0,2.0,0,0,0.02,0,0,0.25
10934,1.0,0,0,Ridgewood,Queens,NY,US,Private room,1,1.5,1.0,1.0,Real Bed,14,0.33,0.0,0.8,1,0.0,30,1125,317,2,90.0,9.0,8.0,9.0,9.0,8.0,8.0,0,0,0.02,0,0,0.37
10935,1.0,0,0,Ridgewood,Queens,NY,US,Private room,1,1.5,1.0,1.0,Real Bed,14,0.37,0.0,0.8,1,0.0,30,1125,309,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.86
10936,1.0,0,0,Upper East Side,Manhattan,NY,US,Entire home/apt,6,2.0,3.0,3.0,Real Bed,23,1.99,3.0,0.95,1,0.0,3,1125,121,34,92.0,9.0,9.0,9.0,9.0,10.0,9.0,1,0,0.02,0,0,3.17
10937,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,23,0.65,0.0,0.1,1,0.0,5,1125,0,2,80.0,8.0,6.0,8.0,8.0,8.0,8.0,0,0,0.01,0,0,0.18
10938,1.0,0,0,Prospect-Lefferts Gardens,Brooklyn,NY,US,Entire home/apt,1,1.0,1.0,1.0,Real Bed,18,0.8,2.0,1.2,1,0.0,4,60,21,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.05
10939,1.0,0,0,Upper East Side,Manhattan,NY,US,Entire home/apt,7,2.0,3.0,4.0,Real Bed,25,1.69,4.0,1.5,1,0.0,3,1125,124,33,85.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.02,0,0,3.08
10940,1.0,0,0,Flatbush,Brooklyn,NY,US,Entire home/apt,5,2.5,3.0,3.0,Real Bed,14,0.22,0.0,1.0,1,0.0,2,1125,353,25,92.0,10.0,10.0,10.0,9.0,9.0,9.0,1,0,0.02,0,0,2.29
10941,1.0,1,0,Harlem,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,11,0.91,5.0,1.5,1,0.0,30,90,221,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.45
10942,1.0,0,0,Bushwick,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,11,0.3,0.0,0.2,1,0.0,7,14,14,2,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,0,0.01,0,0,0.18
10943,1.0,0,1,Clinton Hill,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,26,1.4,0.0,0.6,1,0.0,4,1125,0,22,92.0,10.0,8.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,2.03
10944,1.0,1,0,Washington Heights,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,31,1.05,0.0,0.4,1,0.0,1,27,229,46,93.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,4.27
10945,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,16,1.5,1.5,0.5,3,0.5,2,1125,340,30,95.0,10.0,9.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,2.74
10946,1.0,1,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,4.0,Real Bed,32,4.0,3.0,0.75,2,0.25,30,31,0,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.78
10947,1.0,1,0,Van Nest,Bronx,NY,US,Entire home/apt,5,1.0,2.0,2.0,Real Bed,35,0.84,1.0,0.5,2,0.15,2,90,57,53,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,4.82
10948,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,45,1.5,5.0,0.6,3,0.5,1,20,298,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,2.14
10949,1.0,0,0,Kingsbridge,Bronx,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,18,0.55,1.0,0.5,1,0.0,1,60,122,8,94.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,0.79
10950,1.0,1,0,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,5,1.0,1.0,1.0,Real Bed,25,1.6,0.0,1.5,1,0.0,30,360,136,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.15
10951,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,35,1.5,1.0,1.3,2,0.26,5,1124,274,33,87.0,9.0,8.0,9.0,9.0,9.0,9.0,1,0,0.02,0,0,3.01
10952,1.0,0,0,Inwood,Manhattan,NY,US,Entire home/apt,1,1.0,1.0,1.0,Real Bed,17,0.7,1.0,0.25,1,0.3,7,30,193,3,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,0.29
10953,1.0,0,1,East Village,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,16,1.6,2.0,0.9,2,0.2,1,1125,0,2,90.0,9.0,10.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.19
10954,1.0,1,1,Morningside Heights,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,33,1.2,2.0,0.4,2,0.8,3,120,0,15,91.0,9.0,10.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,1.74
10955,1.0,1,1,Harlem,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,36,0.49,1.0,0.15,1,0.1,3,1125,291,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.1
10956,1.0,1,1,Nolita,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,1.75,0.0,0.25,4,0.5,2,1125,0,9,98.0,9.0,9.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.82
10957,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,1.5,3.0,3.0,Real Bed,27,1.59,15.0,2.0,1,0.36,6,60,363,5,92.0,10.0,8.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.49
10958,0.9,0,0,East Flatbush,Brooklyn,NY,US,Private room,2,1.5,1.0,2.0,Real Bed,20,0.27,0.0,0.4,2,0.36,2,14,7,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.43
10959,1.0,1,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,17,0.59,1.0,0.0,1,0.1,1,27,12,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.06
10960,1.0,0,1,Bushwick,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,18,0.45,2.0,0.5,1,0.0,5,75,55,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.12
10961,1.0,0,0,Chinatown,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,1.75,3.0,0.75,1,0.0,2,14,0,10,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.0,0,0,0.98
10962,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,10,1.5,5.0,1.2,1,0.0,7,1125,0,11,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.28
10963,0.98,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,2.0,1.0,2.0,Real Bed,20,0.65,0.0,0.15,1,0.0,3,1125,67,4,90.0,10.0,10.0,10.0,10.0,8.0,9.0,1,0,0.0,0,0,0.77
10964,1.0,0,0,West Village,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,2.35,0.0,0.6,1,0.0,5,1125,325,10,86.0,9.0,8.0,8.0,9.0,10.0,9.0,1,0,0.02,0,0,0.97
10965,1.0,1,0,Crown Heights,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,23,0.4,5.0,0.2,1,0.1,5,30,0,7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,0.69
10966,1.0,0,0,West Village,Manhattan,NY,US,Entire home/apt,9,2.0,3.0,7.0,Real Bed,40,3.08,5.0,1.75,6,0.12,3,1125,34,39,89.0,9.0,9.0,10.0,9.0,10.0,9.0,1,0,0.02,0,0,3.63
10967,1.0,0,0,Upper West Side,Manhattan,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,20,2.5,0.0,0.5,2,0.3,6,1125,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,0.26
10968,1.0,0,0,Richmond Hill,Queens,NY,US,Entire home/apt,7,2.0,2.0,3.0,Real Bed,28,1.25,2.0,0.75,3,0.32,2,1125,269,18,88.0,9.0,8.0,9.0,9.0,9.0,9.0,1,0,0.01,0,0,1.7
10969,1.0,0,1,Randall Manor,Staten Island,NY,US,Entire home/apt,7,1.5,2.0,5.0,Real Bed,32,1.49,0.0,0.5,1,0.0,2,21,360,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,1.0
10970,1.0,1,0,Washington Heights,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,23,1.5,0.0,1.25,6,0.1,2,14,138,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,1.54
10971,1.0,0,1,East Village,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,9,1.3,6.0,0.5,1,0.15,4,25,51,20,93.0,9.0,8.0,10.0,10.0,10.0,9.0,1,0,0.01,0,0,1.95
10972,0.8,0,0,Upper West Side,Manhattan,NY,US,Shared room,1,1.0,1.0,1.0,Real Bed,22,0.73,5.0,0.8,1,0.1,1,7,1,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,0.58
10973,1.0,0,0,Upper West Side,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,46,1.45,5.0,0.5,2,0.25,5,1125,134,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,0.59
10974,1.0,0,0,Chelsea,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,29,1.49,2.5,0.65,1,0.0,2,1125,23,43,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1,0,0.02,0,0,3.91
10975,1.0,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,1.6,4.0,0.65,1,0.15,5,20,70,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.39
10976,1.0,0,1,East New York,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,29,0.5,5.0,0.0,1,0.0,1,15,83,34,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,3.16
10977,0.91,0,0,East Harlem,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,1.5,0.0,0.75,1,0.0,1,1125,336,10,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.97
